"","gene_id","gene_name","gene_type","chr","X1kb_up_tss_start","strand","number_of_dbp","tpm_homo_sapiens_hepg2","tpm_homo_sapiens_membrane_fraction","tpm_homo_sapiens_insoluble_cytoplasmic_fraction","tpm_homo_sapiens_cytosolic_fraction","tpm_homo_sapiens_nuclear_fraction"
"212","ENSG00000008300.17","CELSR3","protein_coding","chr3",48661887,"-",396,1.872317,0.333496,1.6879265,0.030986,2.5777575
"213","ENSG00000008311.15","AASS","protein_coding","chr7",122143256,"-",242,17.6374855,4.106348,6.80219,1.04304,15.676725
"214","ENSG00000008323.15","PLEKHG6","protein_coding","chr12",6309436,"+",307,9.089388,8.815146,9.7435995,1.1683995,7.790823
"215","ENSG00000008324.11","SS18L2","protein_coding","chr3",42580840,"+",286,24.214,17.1042985,58.496007,2.3389805,10.0941005
"216","ENSG00000008382.15","MPND","protein_coding","chr19",4342527,"+",335,6.894919,8.081209,9.3802045,1.459091,4.860317
"217","ENSG00000008394.13","MGST1","protein_coding","chr12",16346142,"+",193,80.4363325,21.2428475,79.818896,3.105972,78.187452
"218","ENSG00000008405.12","CRY1","protein_coding","chr12",107092550,"-",293,9.1418205,2.292549,14.521479,0.454239,8.4255215
"219","ENSG00000008438.5","PGLYRP1","protein_coding","chr19",46022054,"-",18,0.0720925,0.0440035,0,0.0051265,0.2387435
"220","ENSG00000008441.16","NFIX","protein_coding","chr19",12994608,"+",194,2.084124,3.689211,3.511601,2.345661,2.522602
"221","ENSG00000008513.16","ST3GAL1","protein_coding","chr8",133570941,"-",298,22.3669385,9.373588,24.762583,0.9233575,24.5853545
"222","ENSG00000008516.17","MMP25","protein_coding","chr16",3045561,"+",104,0.086878,0.1715305,0.016282,0.036058,0.075888
"223","ENSG00000008517.16","IL32","protein_coding","chr16",3064297,"+",275,47.7419005,11.8223035,82.3110885,2.3675635,21.513388
"224","ENSG00000008710.19","PKD1","protein_coding","chr16",2134899,"-",186,23.521641,44.075392,13.308787,17.0163015,25.9541465
"225","ENSG00000008735.14","MAPK8IP2","protein_coding","chr22",50599793,"+",364,0.961058,0.294824,1.028635,0.031409,0.925627
"226","ENSG00000008838.20","MED24","protein_coding","chr17",40060216,"-",75,31.5808685,10.795801,33.5205025,3.2326265,32.2275195
"227","ENSG00000008853.16","RHOBTB2","protein_coding","chr8",22986417,"+",85,2.8642195,1.0812305,3.868257,0.0677885,2.053222
"228","ENSG00000008869.12","HEATR5B","protein_coding","chr2",37083373,"-",272,10.8266615,1.5013685,12.0618035,0.3285455,14.5588075
"229","ENSG00000008952.17","SEC62","protein_coding","chr3",169965635,"+",289,44.634589,8.6181375,39.719174,1.719439,37.803621
"230","ENSG00000008988.9","RPS20","protein_coding","chr8",56073582,"-",343,997.7431605,1472.3150035,1789.3357505,159.3899055,260.5817265
"231","ENSG00000009307.16","CSDE1","protein_coding","chr1",114757677,"-",288,191.719844,132.645067,492.677636,11.698413,121.9551995
"232","ENSG00000009335.18","UBE3C","protein_coding","chr7",157137916,"+",247,28.942805,11.3637885,38.3675655,2.0867285,29.502836
"233","ENSG00000009413.15","REV3L","protein_coding","chr6",111482716,"-",369,33.275365,13.694138,36.450582,4.1316845,73.825488
"234","ENSG00000009694.13","TENM1","protein_coding","chrX",124962818,"-",0,0.0065895,0.0009075,0.004391,0.0002915,0.014764
"235","ENSG00000009709.12","PAX7","protein_coding","chr1",18629846,"+",4,0,0,0,0,0
"236","ENSG00000009724.17","MASP2","protein_coding","chr1",11046240,"-",249,4.419076,2.197298,3.1657305,0.470203,4.975613
"237","ENSG00000009765.14","IYD","protein_coding","chr6",150367892,"+",35,0.52192,0.1210205,0.2307885,0.045975,0.8772495
"238","ENSG00000009780.15","FAM76A","protein_coding","chr1",27724979,"+",270,9.636206,4.024018,14.056072,0.3702045,7.82522
"239","ENSG00000009790.15","TRAF3IP3","protein_coding","chr1",209755032,"+",0,0.0686135,0.0142065,0.0535255,0.005317,0.131021
"240","ENSG00000009830.11","POMT2","protein_coding","chr14",77319885,"-",274,11.4099835,4.9313055,8.113338,0.878921,25.9180175
"241","ENSG00000009844.16","VTA1","protein_coding","chr6",142146162,"+",317,34.6017675,6.762787,104.7257195,0.464903,18.46438
"242","ENSG00000009950.16","MLXIPL","protein_coding","chr7",73623544,"-",336,33.3411045,12.987914,17.1022115,3.570451,51.0969975
"243","ENSG00000009954.11","BAZ1B","protein_coding","chr7",73521294,"-",317,27.068866,6.305603,51.1462155,1.030864,17.823684
"244","ENSG00000010017.13","RANBP9","protein_coding","chr6",13710836,"-",340,15.59853,15.2377695,29.016928,2.550337,11.655721
"245","ENSG00000010030.14","ETV7","protein_coding","chr6",36386801,"-",91,0.0750855,0.01291,0.1974235,0,0.0723995
"246","ENSG00000010072.16","SPRTN","protein_coding","chr1",231336104,"+",236,9.292596,1.8623815,15.6100405,0.0956615,7.492548
"247","ENSG00000010165.20","EEF1AKNMT","protein_coding","chr1",171780660,"+",281,9.309959,2.463207,18.029319,0.278253,5.837034
"248","ENSG00000010219.13","DYRK4","protein_coding","chr12",4561204,"+",171,12.075438,6.674116,26.3791125,1.0026505,7.0148565
"249","ENSG00000010244.18","ZNF207","protein_coding","chr17",32349117,"+",288,80.6338495,18.5876145,118.7595655,2.471405,88.644248
"250","ENSG00000010256.11","UQCRC1","protein_coding","chr3",48609977,"-",154,96.4017145,26.234479,144.8044765,3.961425,44.367041
"251","ENSG00000010270.13","STARD3NL","protein_coding","chr7",38177222,"+",259,23.353183,33.156661,30.872331,5.171969,11.359388
"252","ENSG00000010278.14","CD9","protein_coding","chr12",6198715,"+",47,4.5612775,0.964266,3.8618535,0.1224385,3.3160795
"253","ENSG00000010282.15","HHATL","protein_coding","chr3",42701825,"-",86,0,0.028984,0,0,0.1319525
"254","ENSG00000010292.13","NCAPD2","protein_coding","chr12",6492356,"+",276,36.6018665,9.194336,73.267283,0.9403185,29.23684
"255","ENSG00000010295.19","IFFO1","protein_coding","chr12",6555084,"-",267,6.324988,1.9482985,5.242776,0.24402,6.5524
"256","ENSG00000010310.9","GIPR","protein_coding","chr19",45667221,"+",176,1.0295405,0.5758025,0.456365,0.2897605,1.4475575
"257","ENSG00000010318.21","PHF7","protein_coding","chr3",52409660,"+",287,3.3700745,2.4902245,3.393765,0.4480005,3.311622
"258","ENSG00000010319.7","SEMA3G","protein_coding","chr3",52444104,"-",208,2.625667,0.3702915,1.549123,0.0296115,2.616735
"259","ENSG00000010322.16","NISCH","protein_coding","chr3",52454118,"+",271,14.479191,4.631847,9.897419,1.1624355,17.236314
"260","ENSG00000010327.10","STAB1","protein_coding","chr3",52494338,"+",104,0.073001,0.1038145,0.3138475,0.0114255,0.2113015
"261","ENSG00000010361.14","FUZ","protein_coding","chr19",49816377,"-",246,0.134284,0.1066395,0.1354625,0.025146,0.2638525
"262","ENSG00000010379.16","SLC6A13","protein_coding","chr12",261874,"-",5,0.29254,0.1179725,0.230269,0.0137305,0.770712
"263","ENSG00000010404.18","IDS","protein_coding","chrX",149520097,"-",0,1.8215935,3.162845,2.272817,0.4200285,2.3001125
"264","ENSG00000010438.16","PRSS3","protein_coding","chr9",33749466,"+",9,0.022879,0.012397,0,0.003604,0.0899045
"265","ENSG00000010539.11","ZNF200","protein_coding","chr16",3235222,"-",270,7.611767,2.6727085,12.3242835,0.228074,6.8436385
"266","ENSG00000010610.10","CD4","protein_coding","chr12",6785858,"+",2,0.8430925,0.103216,0.329351,0.015427,1.236095
"267","ENSG00000010626.15","LRRC23","protein_coding","chr12",6872569,"+",322,2.3556115,1.263155,3.110804,0.1524555,1.6483835
"268","ENSG00000010671.15","BTK","protein_coding","chrX",101389797,"-",227,0.0083005,0.0027025,0,0.0006105,0.0074835
"269","ENSG00000010704.18","HFE","protein_coding","chr6",26086281,"+",231,1.521718,0.237687,0.976099,0.041633,1.824173
"270","ENSG00000010803.16","SCMH1","protein_coding","chr1",41241155,"-",255,17.566299,17.8728495,19.372352,3.2024685,25.036102
"271","ENSG00000010810.17","FYN","protein_coding","chr6",111872453,"-",184,7.6362405,3.341376,9.721586,0.1926935,10.6105005
"272","ENSG00000010818.10","HIVEP2","protein_coding","chr6",142955699,"-",1,2.1949865,0.9843815,3.5431485,0.1411845,5.2406045
"273","ENSG00000010932.17","FMO1","protein_coding","chr1",171247471,"+",0,0.002342,0,0.2133665,0,0.0057745
"274","ENSG00000011007.12","ELOA","protein_coding","chr1",23742155,"+",287,11.011706,6.7430245,19.3016435,0.381478,6.4157915
"275","ENSG00000011009.11","LYPLA2","protein_coding","chr1",23790145,"+",198,36.8155265,17.1657305,74.586787,2.1005645,15.5759415
"276","ENSG00000011021.23","CLCN6","protein_coding","chr1",11805096,"+",326,13.753097,3.2106575,8.0768535,0.5005365,28.3439365
"277","ENSG00000011028.14","MRC2","protein_coding","chr17",62626670,"+",80,0.0046945,0,0,0,0.0161415
"278","ENSG00000011052.21","NME1-NME2","protein_coding","chr17",51152590,"+",375,6.861695,1.367052,12.254345,0.3577405,1.236293
"279","ENSG00000011083.9","SLC6A7","protein_coding","chr5",150189062,"+",3,0.002974,0,0,0,0.041713
"280","ENSG00000011105.14","TSPAN9","protein_coding","chr12",3076355,"+",247,7.8474435,1.656878,7.745035,0.321541,8.436782
"281","ENSG00000011114.15","BTBD7","protein_coding","chr14",93332093,"-",0,8.2950975,5.8338465,12.8179955,1.774195,7.5086265
"282","ENSG00000011132.12","APBA3","protein_coding","chr19",3760693,"-",283,7.1388675,4.847548,10.3180635,0.8070335,6.7026295
"283","ENSG00000011143.16","MKS1","protein_coding","chr17",58218606,"-",314,12.322787,2.379703,15.235613,0.60654,11.1548245
"284","ENSG00000011198.10","ABHD5","protein_coding","chr3",43689108,"+",356,7.188269,2.425794,10.625554,0.212248,6.572105
"285","ENSG00000011201.12","ANOS1","protein_coding","chrX",8731138,"-",21,0.0046485,0,0.01629,0,0.007346
"286","ENSG00000011243.18","AKAP8L","protein_coding","chr19",15418142,"-",277,24.973347,7.6521425,19.8842215,3.674304,24.2303665
"287","ENSG00000011258.16","MBTD1","protein_coding","chr17",51259164,"-",370,13.9344295,3.3490065,17.5315115,0.62299,20.190949
"288","ENSG00000011260.14","UTP18","protein_coding","chr17",51259546,"+",370,48.653182,9.2744805,94.6002525,0.9618485,27.9922135
"289","ENSG00000011275.18","RNF216","protein_coding","chr7",5780740,"-",278,13.0662625,3.6339165,17.6231825,0.735001,16.3522685
"290","ENSG00000011295.16","TTC19","protein_coding","chr17",15998784,"+",367,16.39924,5.514951,19.0587005,0.6079825,21.5019295
"291","ENSG00000011304.20","PTBP1","protein_coding","chr19",796075,"+",313,77.38007,38.1643925,98.251745,4.872736,43.020455
"292","ENSG00000011332.19","DPF1","protein_coding","chr19",38228715,"-",67,1.534265,0.903126,1.3110655,0.134488,1.4060655
"293","ENSG00000011347.9","SYT7","protein_coding","chr11",61580149,"-",228,0.659675,1.6918455,0.823433,0.244241,0.494816
"294","ENSG00000011376.12","LARS2","protein_coding","chr3",45387561,"+",280,17.103152,2.120263,19.2659145,0.220163,18.268964
"295","ENSG00000011405.13","PIK3C2A","protein_coding","chr11",17206984,"-",295,23.245361,8.7810565,71.205984,1.166854,23.495053
"296","ENSG00000011422.12","PLAUR","protein_coding","chr19",43669548,"-",101,2.707872,0.943101,2.042425,0.1624115,4.153923
"297","ENSG00000011426.11","ANLN","protein_coding","chr7",36388821,"+",324,36.3182565,4.5191475,26.353455,0.478563,50.894776
"298","ENSG00000011451.19","WIZ","protein_coding","chr19",15448952,"-",104,2.582596,3.2208965,4.224792,0.2670375,2.1267845
"299","ENSG00000011454.17","RABGAP1","protein_coding","chr9",122939833,"+",234,12.532673,6.9821765,18.77711,1.4529985,25.4156925
"300","ENSG00000011465.17","DCN","protein_coding","chr12",91181825,"-",0,1.552174,0.246808,0.3506435,0.04214,3.5610905
"301","ENSG00000011478.12","QPCTL","protein_coding","chr19",45691666,"+",260,11.238685,4.075603,6.8695845,0.8153155,12.297305
"302","ENSG00000011485.15","PPP5C","protein_coding","chr19",46346087,"+",266,17.101067,3.7642565,22.4805095,0.522084,15.31845
"303","ENSG00000011523.14","CEP68","protein_coding","chr2",65055366,"+",322,3.483013,1.404324,4.153104,0.100655,5.381203
"304","ENSG00000011566.15","MAP4K3","protein_coding","chr2",39436302,"-",319,35.037122,6.3643075,40.0453405,0.553199,69.638617
"305","ENSG00000011590.14","ZBTB32","protein_coding","chr19",35703558,"+",37,0.839617,0.2786805,0.242657,0.0244985,1.382517
"306","ENSG00000011600.11","TYROBP","protein_coding","chr19",35907296,"-",17,0,0,0,0.015714,0
"307","ENSG00000011638.10","TMEM159","protein_coding","chr16",21157377,"+",188,4.323,4.4419525,5.8202185,0.3768915,4.2031975
"308","ENSG00000011677.13","GABRA3","protein_coding","chrX",152450316,"-",0,0.014294,0.003314,0.010388,0,0.010299
"309","ENSG00000012048.22","BRCA1","protein_coding","chr17",43169246,"-",312,17.327384,6.1705085,36.829577,1.519797,18.620872
"310","ENSG00000012061.15","ERCC1","protein_coding","chr19",45477829,"-",218,17.052488,14.2683555,27.1615415,3.6689325,9.7340555
"311","ENSG00000012124.17","CD22","protein_coding","chr19",35318261,"+",95,4.367791,2.0254445,1.8860595,0.8810895,12.3324715
"312","ENSG00000012171.20","SEMA3B","protein_coding","chr3",50266558,"+",58,50.3765775,10.1129035,19.2446015,1.965639,50.0622805
"313","ENSG00000012174.12","MBTPS2","protein_coding","chrX",21838617,"+",341,3.1056945,1.521019,6.495601,0.0545675,5.764779
"314","ENSG00000012211.13","PRICKLE3","protein_coding","chrX",49185529,"-",242,1.3912575,1.4641555,1.9947295,0.175546,2.301642
"315","ENSG00000012223.13","LTF","protein_coding","chr3",46484235,"-",16,0,0,0.006282,0,0
"316","ENSG00000012232.9","EXTL3","protein_coding","chr8",28599469,"+",27,10.598823,4.0419125,6.549643,0.723423,17.9625935
"317","ENSG00000012504.15","NR1H4","protein_coding","chr12",100472708,"+",105,56.97193,28.1662635,102.1799085,2.820016,52.970154
"318","ENSG00000012660.14","ELOVL5","protein_coding","chr6",53348180,"-",311,42.9161495,11.9623905,36.151011,0.750524,45.114531
"319","ENSG00000012779.11","ALOX5","protein_coding","chr10",45373176,"+",0,0.124185,0.017204,0.0587125,0,0.611094
"320","ENSG00000012817.15","KDM5D","protein_coding","chrY",19743940,"-",170,16.21238,1.746041,15.9870135,0.2148895,25.7261255
"321","ENSG00000012822.16","CALCOCO1","protein_coding","chr12",53726746,"-",200,3.3995225,0.435217,3.4056905,0.089295,4.072108
"322","ENSG00000012963.15","UBR7","protein_coding","chr14",93206241,"+",0,9.749109,2.7619565,26.1348615,0.109117,3.6042685
"323","ENSG00000012983.11","MAP4K5","protein_coding","chr14",50560127,"-",79,19.8394075,9.819366,22.4823285,1.6337995,30.6628935
"324","ENSG00000013016.16","EHD3","protein_coding","chr2",31233152,"+",81,0.288874,0.117514,0.4156265,0.007797,0.1715825
"325","ENSG00000013275.8","PSMC4","protein_coding","chr19",39970165,"+",0,61.8872385,10.5603125,134.755484,1.5300685,23.8590565
"326","ENSG00000013288.9","MAN2B2","protein_coding","chr4",6574189,"+",232,2.528297,0.416677,1.807152,0.055292,3.094109
"327","ENSG00000013293.6","SLC7A14","protein_coding","chr3",170585076,"-",35,4.455443,1.7296845,1.012263,0.3241195,12.1845995
"328","ENSG00000013297.11","CLDN11","protein_coding","chr3",170417865,"+",84,3.989322,2.855105,3.5066395,0.341135,4.945413
"329","ENSG00000013306.16","SLC25A39","protein_coding","chr17",44323871,"-",322,72.283769,196.4306275,84.4673705,40.690407,36.9878095
"330","ENSG00000013364.19","MVP","protein_coding","chr16",29819394,"+",156,11.652999,2.883921,12.254711,0.455591,9.231231
"331","ENSG00000013374.16","NUB1","protein_coding","chr7",151340699,"+",274,18.2635355,3.9057755,27.8291785,0.4339725,12.0561095
"332","ENSG00000013375.16","PGM3","protein_coding","chr6",83192937,"-",315,109.8954735,13.4675105,144.568835,2.17671,141.035091
"333","ENSG00000013392.8","RWDD2A","protein_coding","chr6",83192357,"+",316,3.128812,0.7764205,5.0512505,0.064134,2.8562505
"334","ENSG00000013441.16","CLK1","protein_coding","chr2",200863745,"-",371,34.0398545,5.988029,24.2856905,1.0803025,52.086534
"335","ENSG00000013503.10","POLR3B","protein_coding","chr12",106356748,"+",369,5.587866,0.7892065,13.648666,0.0509905,5.192573
"336","ENSG00000013523.10","ANGEL1","protein_coding","chr14",76825247,"-",1,7.4804905,1.764705,5.895038,0.2952555,9.720034
"337","ENSG00000013561.18","RNF14","protein_coding","chr5",141957328,"+",0,11.199861,5.6409035,27.355082,0.455022,6.127764
"338","ENSG00000013563.14","DNASE1L1","protein_coding","chrX",154411113,"-",208,1.8553355,3.240401,3.166388,0.440737,1.767097
"339","ENSG00000013573.17","DDX11","protein_coding","chr12",31072860,"+",298,37.060974,20.917884,16.450271,8.5397775,66.409608
"340","ENSG00000013583.10","HEBP1","protein_coding","chr12",12999266,"-",241,4.029587,2.6603645,12.8790795,0.165849,6.7902155
"341","ENSG00000013588.8","GPRC5A","protein_coding","chr12",12889782,"+",116,0.335535,0.0940525,0.121702,0.01331,0.756381
"342","ENSG00000013619.14","MAMLD1","protein_coding","chrX",150360422,"+",6,0.013757,0.0207015,0.013426,0,0.013777
"343","ENSG00000013725.14","CD6","protein_coding","chr11",60970680,"+",21,1.5817685,0.55996,0.8588925,0.1938225,2.9599325
"344","ENSG00000013810.19","TACC3","protein_coding","chr4",1711891,"+",362,9.084421,4.9519935,18.089626,0.74257,9.6242255
"345","ENSG00000014123.10","UFL1","protein_coding","chr6",96520595,"+",298,16.1096825,1.831286,14.165164,0.4292125,18.732202
"346","ENSG00000014138.9","POLA2","protein_coding","chr11",65260920,"+",245,6.679231,1.370509,8.1548165,0.2502075,7.3913305
"347","ENSG00000014164.7","ZC3H3","protein_coding","chr8",143540448,"-",0,1.8210085,1.4735195,3.7769165,0.179055,2.8210825
"348","ENSG00000014216.15","CAPN1","protein_coding","chr11",65179566,"+",276,30.075945,14.4534685,33.133866,9.254109,21.786346
"349","ENSG00000014257.16","ACPP","protein_coding","chr3",132316369,"+",0,0.044298,0.0094705,0.015626,0.001501,0.0937175
"350","ENSG00000014641.19","MDH1","protein_coding","chr2",63587609,"+",290,189.9677435,26.3193645,414.5362005,4.37674,92.325663
"351","ENSG00000014824.14","SLC30A9","protein_coding","chr4",41989502,"+",261,33.774235,14.728605,64.6618125,1.216822,20.0046185
"352","ENSG00000014914.21","MTMR11","protein_coding","chr1",149935880,"-",74,0.2297025,0.2156175,0.25982,0.037378,0.271438
"353","ENSG00000014919.12","COX15","protein_coding","chr10",99731101,"-",323,24.016101,5.5681345,45.8376005,0.361033,12.675997
"354","ENSG00000015133.19","CCDC88C","protein_coding","chr14",91416845,"-",331,5.2137805,2.9162035,4.384701,0.452326,7.164972
"355","ENSG00000015153.14","YAF2","protein_coding","chr12",42237350,"-",241,7.9180295,2.975063,9.293352,0.4242735,14.311845
"356","ENSG00000015171.19","ZMYND11","protein_coding","chr10",133465,"+",201,17.54709,9.7545465,31.625664,2.303715,12.4344935
"357","ENSG00000015285.10","WAS","protein_coding","chrX",48675596,"+",276,0.2177695,0.110705,0.086133,0.0109445,0.381331
"358","ENSG00000015413.9","DPEP1","protein_coding","chr16",89612308,"+",17,16.5071855,7.668896,14.986664,2.7310145,11.4181845
"359","ENSG00000015475.18","BID","protein_coding","chr22",17773771,"-",166,19.7106465,11.072798,33.6266965,1.9778205,10.5755045
"360","ENSG00000015479.19","MATR3","protein_coding","chr5",139292674,"+",301,155.085682,16.0812135,307.3890535,1.719686,104.578731
"361","ENSG00000015520.14","NPC1L1","protein_coding","chr7",44540316,"-",281,2.3282945,1.5969525,2.510492,0.2215935,4.4871275
"362","ENSG00000015532.10","XYLT2","protein_coding","chr17",50345126,"+",271,12.415455,4.336756,5.6218135,1.4759275,13.0764985
"363","ENSG00000015568.13","RGPD5","protein_coding","chr2",109791758,"+",0,33.3257815,3.9596965,29.5606865,0.675377,67.1307225
"364","ENSG00000015592.16","STMN4","protein_coding","chr8",27257421,"-",4,0.046827,0.0059535,0.0280295,0.0031605,0.102669
"365","ENSG00000015676.18","NUDCD3","protein_coding","chr7",44489659,"-",329,24.760386,4.367258,37.679095,1.033382,26.6129195
"366","ENSG00000016082.15","ISL1","protein_coding","chr5",51382448,"+",6,0.0116655,0.0074005,0,0.002211,0.0173505
"367","ENSG00000016391.11","CHDH","protein_coding","chr3",53845420,"-",350,31.282198,10.2285145,40.047781,0.6543315,27.172505
